¿ Cuáles son los requisitos para ser auditor?,licenciamiento_evaluador_como-ser
¿A dónde puedo ir a preguntar por la licencia de la marca país esencial costa rica?,licenciamiento_licenciarse_pasos-y-quien
¿A nombre de quién está registrada la marca?,organización_generales_dueño
¿A qué actividades debe estar relacionada la empresa para optar por la marca país?,licenciamiento_generales_para-quien
¿A qué correo puedo escribir para obtener una licencia?,licenciamiento_licenciarse_quienes-evaluan
¿A quién le puedo pedir más información?,general_información_contactos
¿A quién le toca promover la marca?,organización_comiteMP_funciones
¿A quién me dirijo para platear un proyecto?,organización_comiteMP_funciones
¿A Quién puedo contactar para que me de infomación sobre licenciamiento?,licenciamiento_licenciarse_quienes-evaluan
¿A quién tengo que pedirle permiso para usar la marca?,organización_administradores_funciones
¿Aparte del evaluador la licencia tiene un costo?,licenciamiento_licenciarse_costo
¿Cada cuánto debo  pagar el  licenciamiento?,licenciamiento_licenciarse_costo
¿Cómo definen excelencia en marca país?,licenciamiento_generales_que-es-excelencia
¿Cómo definen origen costarricense en marca país?,licenciamiento_generales_que-es-origen
¿Cómo definen progreso social en marca país?,licenciamiento_generales_que-es-progresosocial
¿Cómo definen sostenibilidad en marca país?,licenciamiento_generales_que-es-sostenibilidad
¿Cómo encuentro a un evaluador?,licenciamiento_licenciarse_quienes-evaluan
¿Cómo está integrado el comité de marca país Esencial Costa Rica?,organización_comiteMP_quienes
¿Cómo está organizada la marca país Esencial Costa Rica?,organización_generales_estructura
¿Cómo Está organizada?,organización_generales_estructura
¿Cómo licenciarse como auditor?,licenciamiento_evaluador_como-ser
¿Cómo licencio un evento?,licenciamiento_licenciarse_licenciar-evento
¿Cómo me beneficia (a mi empresa) la Marca país?,licenciamiento_objetivo_beneficios
¿Cómo me mejora la marca país?,licenciamiento_objetivo_beneficios
¿Cómo me puedo evaluar?,licenciamiento_licenciarse_pasos-y-quien
¿Cómo obtengo la marca país?,licenciamiento_licenciarse_pasos-y-quien
¿Cómo puedo acercarme a la marca país?,general_información_contactos
¿Cómo puedo apoyar el Proyecto?,general_información_varios
¿Cómo puedo sacarle provecho a la marca país?,licenciamiento_objetivo_usos
¿Cómo puedo ser parte de la marca país?,general_información_varios
¿Cómo puedo tener más información?,general_información_contactos
¿Cómo puedo usar la marca país?,licenciamiento_licenciarse_tipos
¿Cómo se definen las tácticas?,organización_generales_estructura
¿Cómo se definen los procedimientos?,organización_comiteTecnico_funciones
¿Cómo se financia la marca país Esencial Costa Rica?,organización_generales_presupuesto
¿Cómo se licencia un evento?,licenciamiento_licenciarse_licenciar-evento
¿Cómo se puede utilizar la marca?,licenciamiento_licenciarse_tipos
¿cómo se renueva el licenciamiento?,licenciamiento_licenciarse_duracion-proceso
¿Cómo se si puedo acceder a la marca país?,general_información_contactos
¿Cómo se toman las decisiones?,organización_generales_estructura
¿Cómo ser evaluador?,licenciamiento_evaluador_como-ser
¿Con quién debo hablar para hacer una alianza?,organización_comiteMP_funciones
¿Con Quién me puedo asesorar sobre el tema de evaluación y licenciamiento?,licenciamiento_licenciarse_quienes-evaluan
¿Con quién puedo contactarme?,general_información_contactos
¿Con Quién puedo hablar para licenciarme marca país?,licenciamiento_licenciarse_pasos-y-quien
¿Con quién puedo hablar?,general_información_contactos
¿Con quién puedo hacer alianzas?,organización_comiteMP_funciones
¿Con quién tengo que hablar para usar la marca?,organización_administradores_funciones
¿Cuál es el contacto para evaluarme?,licenciamiento_licenciarse_quienes-evaluan
¿Cuál es el costo del licenciamiento?,licenciamiento_licenciarse_costo
¿Cuál es el monto de inversión?,licenciamiento_licenciarse_costo
¿Cuál es el objetivo de que mi empresa tenga marca país?,licenciamiento_objetivo_usos
¿Cuál es el objetivo de usar la marca país en mi empresa?,licenciamiento_objetivo_beneficios
¿Cuál es el presupuesto de la marca país Esencial Costa Rica?,organización_generales_presupuesto
¿Cuál es el procedimiento para un evento?,licenciamiento_licenciarse_licenciar-evento
¿Cuál es el proceso para ser evaluador?,licenciamiento_evaluador_como-ser
¿Cuál es el propósito del licenciamiento?,licenciamiento_objetivo_por-que
¿Cuál es el trámite para tener la marca país?,licenciamiento_licenciarse_requisitos
¿Cuál es el trámite para utilizar la marca país en un congreso?,licenciamiento_licenciarse_licenciar-evento
¿Cuál es la diferencia con una certificación?,licenciamiento_generales_vs-certificacion
¿Cuál es la duración del proceso de certificación?,licenciamiento_licenciarse_duracion-proceso
¿Cuál es la regulación relacionada a la marca país Esencial Costa Rica?,organización_generales_legal
¿Cuál es la utilidad de tener la marca país?,licenciamiento_objetivo_beneficios
¿Cuál es la vigencia de la certificación?,licenciamiento_generales_vigencia
¿Cuál es la vigencia de la licencia?,licenciamiento_generales_vigencia
¿Cuál es procedimiento para certificarme?,licenciamiento_licenciarse_pasos-y-quien
¿Cuál es propósito de obtener licenciarme?,licenciamiento_objetivo_usos
¿Cuál tipo de empresas, son las que pueden optar por un licenciamiento?
¿Cuáles elementos de la empresa revisan?,licenciamiento_licenciarse_que-se-evalua
¿Cuáles empresas la tienen?,licenciamiento_empresasactuales_cuales-hay
¿Cuáles empresas no pueden tener la marca país?,licenciamiento_generales_restricciones
¿Cuáles empresas ya son marca país Esencial Costa Rica?,licenciamiento_empresasactuales_cuales-hay
¿Cuáles instituciones entregan la marca?,organización_administradores_funciones
¿Cuáles Instituciones integran el comité de marca país Esencial Costa Rica?,organización_generales_estructura
¿Cuáles productos tienen la marca país?,licenciamiento_empresasactuales_cuales-hay
¿Cuáles son las áreas de la marca país Esencial Costa Rica?,organización_uso_sectores
¿Cuáles son las áreas que se evalúan?,licenciamiento_licenciarse_que-se-evalua
¿Cuáles son las funciones de la unidad técnica de marca país Esencial Costa Rica?,organización_comiteTecnico_funciones
¿Cuáles son las funciones de las instituciones que conforman el comité de marca país?,organización_generales_contactos
¿Cuáles son las funciones de las organizaciones que conforman el comité de marca país?,organización_generales_contactos
¿Cuáles son las funciones de las organizaciones que dirigen el comité de marca país?,organización_generales_contactos
¿Cuáles son las funciones de las organizaciones que están en el comité de marca país?,organización_generales_contactos
¿Cuáles son las funciones de las organizaciones que integran el comité de marca país?,organización_generales_contactos
¿Cuáles son las funciones de quienes conforman el comité de marca país Esencial Costa Rica?,organización_comiteMP_quienes
¿Cuáles son las funciones de quienes integran el comité de marca país Esencial Costa Rica?,organización_comiteMP_quienes
¿Cuáles son las funciones del comité de marca país Esencial Costa Rica?,organización_comiteMP_funciones
¿Cuáles son las funciones del ICT y Procomer?,organización_administradores_funciones
¿Cuáles son las responsabilidades de las instituciones que conforman el comité de marca país?,organización_generales_contactos
¿Cuáles son las unidades ejecutoras?,organización_administradores_funciones
¿Cuáles son los beneficios de tener la marca país?,licenciamiento_objetivo_beneficios
¿Cuáles son los beneficios? ,licenciamiento_objetivo_beneficios
¿Cuáles son los contactos en las instituciones?,organización_generales_contactos
¿Cuáles son los Decretos y aspectos legales de la marca país?,organización_generales_legal
¿Cuáles son los pasos para licenciarme?,licenciamiento_licenciarse_pasos-y-quien
¿Cuáles son los requisitos básicos para usar la marca país?,licenciamiento_licenciarse_requisitos
¿Cuáles son los requisitos para obtener la marca país?,licenciamiento_licenciarse_requisitos
¿Cuáles son los requisitos para ser evaluador?,licenciamiento_evaluador_como-ser
¿Cuáles son los requisitos para tener la licencia?,licenciamiento_licenciarse_pasos-y-quien
¿Cuáles son los requisitos para usar la marca país Esencial Costa Rica en un evento?,licenciamiento_licenciarse_licenciar-evento
¿Cuáles son los requisitos?,licenciamiento_licenciarse_requisitos
¿Cuáles son los Roles por institución?,organización_generales_contactos
¿Cuáles son los sectores? ,organización_uso_sectores
¿Cuáles son los tipos de licencias que existen?,licenciamiento_licenciarse_tipos
¿Cuáles son los usos de MP?,licenciamiento_objetivo_usos
¿Cuáles son los usos permitidos de la marca?,licenciamiento_licenciarse_tipos
¿Cualquier persona puede usarla?,licenciamiento_licenciarse_persona-fisica
¿Cuantas empresas Están certificadas?,licenciamiento_empresasactuales_cuales-hay
¿Cuantas empresas están licenciadas con la marca país esencial Costa Rica?,licenciamiento_empresasactuales_cuales-hay
¿Cuánto cobra PROCOMER?,licenciamiento_licenciarse_costo
¿Cuánto cuesta la marca país esencial COSTA RICA?,licenciamiento_licenciarse_costo
¿Cuánto cuesta?,licenciamiento_licenciarse_costo
¿Cuánto debo gastar en la marca país?,licenciamiento_licenciarse_costo
¿Cuánto debo invertir para tener la marca?,licenciamiento_licenciarse_costo
¿Cuánto dura el proceso de licenciamiento?,licenciamiento_licenciarse_duracion-proceso
¿Cuánto dura el proceso?,licenciamiento_licenciarse_duracion-proceso
¿Cuánto dura la licencia?,licenciamiento_generales_vigencia
¿Cuánto durar¿ la marca país Esencial Costa Rica?,organización_generales_registro
¿Cuánto durará la marca país Esencial Costa Rica?,organización_generales_politica
¿Cuánto me cuesta esencial COSTA RICA?,licenciamiento_licenciarse_costo
¿Cuánto me puedo tomar de tiempo para obtenerla?,licenciamiento_licenciarse_duracion-proceso
¿Cuánto tarda el auditor?,licenciamiento_licenciarse_duracion-proceso
¿Cuánto tarda el proceso de evaluación de marca país?,licenciamiento_licenciarse_duracion-proceso
¿Cuánto tarda el tr¿mite?,licenciamiento_licenciarse_duracion-proceso
¿Cuánto tarda el trámite?,licenciamiento_licenciarse_duracion-proceso
¿Cuánto tengo que esperar para obtener la marca país?,licenciamiento_licenciarse_duracion-proceso
¿Cuánto tiempo dura el evaluador en mi empresa?,licenciamiento_licenciarse_duracion-proceso
¿Cuánto tiempo puedo usarla?,licenciamiento_generales_vigencia
¿Cuánto vale?,licenciamiento_licenciarse_costo
¿Cuantos evaluadores hay?,licenciamiento_licenciarse_quienes-evaluan
¿Cuél es el contacto para evaluarme?,licenciamiento_licenciarse_quienes-evaluan
¿Cuél es el monto de inversión?,licenciamiento_licenciarse_costo
¿Cuél es el objetivo de que mi empresa tenga marca país?,licenciamiento_objetivo_usos
¿Cuél es el objetivo de usar la marca país en mi empresa?,licenciamiento_objetivo_beneficios
¿Cuél es el procedimiento para un evento?,licenciamiento_licenciarse_licenciar-evento
¿Cuél es el proceso para ser evaluador?,licenciamiento_evaluador_como-ser
¿Cuél es el propósito del licenciamiento?,licenciamiento_objetivo_por-que
¿Cuél es el tr¿mite para tener la marca país?,licenciamiento_licenciarse_requisitos
¿Cuél es el tr¿mite para utilizar la marca país en un congreso?,licenciamiento_licenciarse_licenciar-evento
¿Cuél es la diferencia con una certificación?,licenciamiento_generales_vs-certificacion
¿Cuél es la duración del proceso de certificación?,licenciamiento_licenciarse_duracion-proceso
¿Cuél es la inversión?,licenciamiento_licenciarse_costo
¿Cuél es la utilidad de tener la marca país?,licenciamiento_objetivo_beneficios
¿Cuél es la vigencia de la certificación?,licenciamiento_generales_vigencia
¿Cuél es la vigencia de la licencia?,licenciamiento_generales_vigencia
¿Cuél es procedimiento para certificarme?,licenciamiento_licenciarse_pasos-y-quien
¿Cuél es propósito de obtener licenciarme?,licenciamiento_objetivo_usos
¿Cuéles elementos de la empresa revisan?,licenciamiento_licenciarse_que-se-evalua
¿Cuéles empresas la tienen?,licenciamiento_empresasactuales_cuales-hay
¿Cuéles empresas no pueden tener la marca país?,licenciamiento_generales_restricciones
¿Cuéles empresas ya son marca país Esencial Costa Rica?,licenciamiento_empresasactuales_cuales-hay
¿Cuéles productos tienen la marca país?,licenciamiento_empresasactuales_cuales-hay
¿Cuéles son las funciones de la unidad técnica de marca país Esencial Costa Rica?,organización_comiteTecnico_funciones
¿Cuéles son las funciones de las instituciones que conforman el comité de marca país?,organización_administradores_funciones
¿Cuéles son las funciones de las organizaciones que conforman el comité de marca país?,organización_administradores_funciones
¿Cuéles son las funciones de las organizaciones que dirigen el comité de marca país?,organización_comiteMP_quienes
¿Cuéles son las funciones de las organizaciones que Están en el comité de marca país?,organización_comiteMP_quienes
¿Cuéles son las funciones de las organizaciones que integran el comité de marca país?,organización_comiteMP_quienes
¿Cuéles son las funciones de quienes conforman el comité de marca país Esencial Costa Rica?,organización_comiteMP_quienes
¿Cuéles son las funciones de quienes integran el comité de marca país Esencial Costa Rica?,organización_comiteMP_quienes
¿Cuéles son las funciones del comité de marca país Esencial Costa Rica?,organización_comiteMP_funciones
¿Cuéles son las funciones del ICT y Procomer?,organización_comiteMP_quienes
¿Cuéles son las óreas que se evalúan?,licenciamiento_licenciarse_que-se-evalua
¿Cuéles son las responsabilidades de las instituciones que conforman el comité de marca país?,organización_comiteMP_quienes
¿Cuéles son las unidades ejecutoras?,organización_administradores_funciones
¿Cuéles son los beneficios de tener la marca país?,licenciamiento_objetivo_beneficios
¿Cuéles son los beneficios? ,licenciamiento_objetivo_beneficios
¿Cuéles son los contactos en las instituciones?,organización_generales_contactos
¿Cuéles son los Decretos y aspectos legales de la marca país?,organización_generales_legal
¿Cuéles son los pasos para licenciarme?,licenciamiento_licenciarse_pasos-y-quien
¿Cuéles son los requisitos b¿sicos para usar la marca país?,licenciamiento_licenciarse_requisitos
¿Cuéles son los requisitos para obtener la marca país?,licenciamiento_licenciarse_requisitos
¿Cuéles son los requisitos para ser evaluador?,licenciamiento_evaluador_como-ser
¿Cuéles son los requisitos para tener la licencia?,licenciamiento_licenciarse_pasos-y-quien
¿Cuéles son los requisitos para usar la marca país Esencial Costa Rica en un evento?,licenciamiento_licenciarse_licenciar-evento
¿Cuéles son los requisitos?,licenciamiento_licenciarse_requisitos
¿Cuéles son los Roles por institución?,organización_administradores_funciones
¿Cuéles son los sectores? ,organización_uso_sectores
¿Cuéles son los tipos de licencias que existen?,licenciamiento_licenciarse_tipos
¿Cuéles son los usos de MP?,licenciamiento_objetivo_usos
¿Cuéles son los usos permitidos de la marca?,licenciamiento_licenciarse_tipos
¿De dónde sale el presupuesto?,organización_generales_presupuesto
¿Deseo adquirir la licencia?,licenciamiento_licenciarse_pasos-y-quien
¿Deseo licenciarme,licenciamiento_licenciarse_quienes-evaluan
¿Deseo tener la licencia?,licenciamiento_licenciarse_pasos-y-quien
¿Dónde pido la marca país esencial Costa Rica?,licenciamiento_licenciarse_pasos-y-quien
¿Dónde puede obtener el permiso para usar la marca país?,licenciamiento_licenciarse_pasos-y-quien
¿Dónde puedo encontrar un evaluador?,licenciamiento_licenciarse_quienes-evaluan
¿Dónde puedo ver a quienes ya tienen la marca país?,licenciamiento_empresasactuales_cuales-hay
¿En qué me mejora la marca país?,licenciamiento_objetivo_beneficios
¿En qué puedo aplicar la marca país?,licenciamiento_licenciarse_tipos
¿En que se fijan en la evaluación?,licenciamiento_licenciarse_que-se-evalua
¿Es del gobierno?,organización_generales_politica
¿Es diferente a una certificación?,licenciamiento_generales_vs-certificacion
¿Es permitido utilizar la marca para uso comercial?,licenciamiento_licenciarse_tipos
¿Es posible colaborar con la marca país?,general_información_varios
¿Es posible usar la marca en mi página web?,licenciamiento_licenciarse_tipos
¿Es posible usar la marca en mi pógina web?,licenciamiento_licenciarse_tipos
¿Es solo para empresas exportadoras?,licenciamiento_generales_para-quien
¿Es solo para empresas grandes? ,licenciamiento_generales_para-quien
¿Es solo para turismo?,licenciamiento_generales_para-quien
¿Es una certificación?,licenciamiento_generales_vs-certificacion
¿Es una marca política? ,organización_generales_politica
¿Está declarada de interés público?,organización_generales_legal
¿Hay algún decreto?,organización_generales_legal
¿Hay alguna institución que ofrezca la marca país?,licenciamiento_licenciarse_pasos-y-quien
¿Hay alguna normativa relacionada a la marca país Esencial Costa Rica?,organización_generales_legal
¿Hay marcas por sectores?,organización_uso_sectores
¿Hay reglamentos de la marca país Esencial Costa Rica?,organización_generales_legal
¿Hay restricciones para el uso de marca país?,licenciamiento_generales_restricciones
¿Hay una lista de evaluadores?,licenciamiento_licenciarse_quienes-evaluan
¿Hay una marca sectorial?,organización_uso_sectores
¿La marca es del pueblo?,organización_generales_politica
¿La marca país es de los costarricenses?,organización_generales_politica
¿la Marca país puede cambiar con el paso de los años?,organización_generales_politica
¿La puedo obtener aliándome con otra empresa?,licenciamiento_licenciarse_pasos-y-quien
¿Las asociaciones pueden usarlos?,licenciamiento_generales_para-quien
¿Las empresas que la tienen,licenciamiento_licenciarse_tipos
¿Las instituciones pueden usarla?,licenciamiento_generales_para-quien
¿Las ONGs pueden usarlas?,licenciamiento_generales_para-quien
¿Las personas tenemos acceso a la marca país?,licenciamiento_licenciarse_persona-fisica
¿Me ayuda a vender más?,licenciamiento_objetivo_beneficios
¿Me ayudan a vender más si obtengo la marca país? ,licenciamiento_objetivo_beneficios
¿Me da algón prestigio el tener la marca país? ,licenciamiento_objetivo_beneficios
¿Me da algún prestigio el tener la marca país? ,licenciamiento_objetivo_beneficios
¿Me puede recomendar un evaluador?,licenciamiento_licenciarse_quienes-evaluan
¿Me puedo licenciar como persona?,licenciamiento_licenciarse_persona-fisica
¿Mi empresa califica para usar la marca país?,licenciamiento_licenciarse_pasos-y-quien
¿Mi sector está representado?,organización_uso_sectores
¿Para qué licenciarme?,licenciamiento_objetivo_por-que
¿Para qué se usa?,licenciamiento_objetivo_usos
¿Para qué sirve?,licenciamiento_objetivo_beneficios
¿Por cuál tipo de empresas puede ser utilizada la licencia de la marca país Esencial Costa Rica?,licenciamiento_generales_para-quien
¿Por Cuánto tiempo la puedo usar?,licenciamiento_generales_vigencia
¿Por cuél tipo de empresas puede ser utilizada la licencia de la marca país Esencial Costa Rica?,licenciamiento_generales_para-quien
¿Por qué hay que certificarse?,licenciamiento_objetivo_por-que
¿Por qué hay que licenciarse?,licenciamiento_objetivo_por-que
¿Por qué hicieron un proceso de certificación?,licenciamiento_objetivo_por-que
¿Por qué hicieron un proceso de licenciamiento?,licenciamiento_objetivo_por-que
¿Por qué no es una certificación?,licenciamiento_generales_vs-certificacion
¿Por qué razón hay que certificarse?,licenciamiento_objetivo_por-que
¿Porque deber¿a licenciarme con la marca país esencial Costa Rica?,licenciamiento_objetivo_usos
¿Porque las empresas que comercialicen armas no pueden tener la marca país?,licenciamiento_generales_restricciones
¿Porque las empresas que comercialicen licor no pueden tener la marca país?,licenciamiento_generales_restricciones
¿Porque las empresas que comercialicen tabaco no pueden tener la marca país?,licenciamiento_generales_restricciones
¿Porque las empresas que cuya operación no Está en Costa Rica,licenciamiento_generales_restricciones
¿Porque las empresas que cuya operación no esté en Costa Rica,licenciamiento_generales_restricciones
¿Puede ser solicitada a título personal?,licenciamiento_generales_para-quien
¿Puede ser usada por personas?,licenciamiento_generales_para-quien
¿Puedo diferenciarme con la marca país?,licenciamiento_objetivo_beneficios
¿Puedo hacer más negocios con la marca país?,licenciamiento_objetivo_beneficios
¿Puedo imprimir la marca en mi empaque?,licenciamiento_licenciarse_tipos
¿Puedo licenciar un personaje?,licenciamiento_licenciarse_persona-fisica
¿Puedo licenciarme como persona?,licenciamiento_licenciarse_persona-fisica
¿Puedo participar en eventos de marca país si la obtengo?,licenciamiento_objetivo_beneficios
¿Puedo poner la marca en un producto?,licenciamiento_licenciarse_tipos
¿Puedo ponerla en el empaque de mi producto?,licenciamiento_licenciarse_tipos
¿Puedo tener beneficios de marketing?,licenciamiento_objetivo_beneficios
¿Puedo tener exposición de mercadeo?,licenciamiento_objetivo_beneficios
¿Puedo usar la marca en un evento?,licenciamiento_licenciarse_licenciar-evento
¿Puedo usar la marca para mi publicidad?,licenciamiento_licenciarse_tipos
¿Puedo usarla en un evento?,licenciamiento_licenciarse_tipos
¿Qué actividades econ¿micas debe realizar la empresa?,licenciamiento_generales_para-quien
¿Qué actividades económicas debe realizar la empresa?,licenciamiento_generales_para-quien
¿Qué áreas promueve la marca país Esencial Costa Rica?,organización_uso_sectores
¿Qué beneficio le trae la marca país a mi empresa?,licenciamiento_objetivo_beneficios
¿Qué beneficio le trae la marca país a mi organización?,licenciamiento_objetivo_beneficios
¿Qué compa¿¿as Están usando la marca país?,licenciamiento_empresasactuales_cuales-hay
¿Qué compañ¿as están usando la marca país?,licenciamiento_empresasactuales_cuales-hay
¿Qué cosas revisan los evaluadores?,licenciamiento_licenciarse_que-se-evalua
¿Qué debo conocer para ser evaluador?,licenciamiento_evaluador_como-ser
¿Qué debo cumplir para ofrecer los servicios de evaluación? ,licenciamiento_evaluador_como-ser
¿Qué debo hacer para certificarme? ,licenciamiento_licenciarse_requisitos
¿Qué debo hacer para convertirme en auditor de marca país?,licenciamiento_evaluador_como-ser
¿Qué debo hacer para convertirme en evaluador de marca país?,licenciamiento_evaluador_como-ser
